16000 15999.989333335467
32000 31999.914666734934
48000 47999.7120005184
64000 63999.317335517866
80000 79998.66667333331
96000 95997.69601658876
112000 111996.3413691881
128000 127994.53873657132
144000 143992.2241259702
160000 159989.33354666465
176000 175985.80301023816
192000 191981.5685308343
208000 207976.56612541233
224000 223970.7318140031
240000 239964.00161996527
256000 255956.31157024097
272000 271947.5976956116
288000 287937.796030954
304000 303926.84261549625
320000 319914.67349307326
336000 335901.2247123829
352000 351886.43232724146
368000 367870.23239683994
384000 383852.5609859994
400000 399833.35416542663
416000 415812.5480119703
432000 431790.07860887644
448000 447765.88204604376
464000 463739.89442027995
480000 479712.05183555675
496000 495682.2904032659
512000 511650.5462424743
528000 527616.7554801799
544000 543580.8542515672
560000 559542.7787002622
576000 575502.4649785883
592000 591459.849247822
608000 607414.8676784472
624000 623367.4564504117
640000 639317.5517533816
656000 655265.0897869967
672000 671210.0067611266
688000 687152.2388961241
704000 703091.7224230823
720000 719028.3935840883
736000 734962.1886324787
752000 750893.0438330946
768000 766820.8954625363
784000 782745.6798094185

